Seq_name,GFP_1_1,GFP_1_2,GFP_2_1,GFP_2_2,GFP_3_1,GFP_3_2,GFP_4_1,GFP_4_2,GFP_5_1,GFP_5_2,GFP_6_1,GFP_6_2,GFP_7_1,GFP_7_2,GFP_8_1,GFP_8_2
pep3_swap_all_KR_F,547.0,682.0,474.0,217.0,239.0,1550.0,166.0,680.0,545.0,342.0,217.0,184.0,223.0,0.0,0.0,0.0
pep3_swap_all_KR_G,264.0,124.0,649.0,12.0,0.0,1600.0,8.0,1114.0,48.0,198.0,1130.0,47.0,14.0,0.0,0.0,1.0
pep3_swap_all_KR_I,1348.0,458.0,1766.0,2002.0,666.0,3192.0,681.0,1623.0,992.0,1116.0,676.0,551.0,1606.0,4.0,0.0,2.0
pep3_swap_all_KR_K,441.0,0.0,179.0,571.0,51.0,499.0,720.0,436.0,475.0,13.0,236.0,0.0,1.0,0.0,2.0,0.0
pep3_swap_all_KR_L,3493.0,1666.0,3307.0,2287.0,873.0,4404.0,1638.0,2642.0,1355.0,355.0,1.0,2.0,22.0,0.0,4.0,3.0
pep3_swap_all_KR_M,777.0,203.0,218.0,95.0,115.0,0.0,200.0,412.0,322.0,245.0,3.0,0.0,5086.0,0.0,1.0,0.0
pep3_swap_all_KR_N,345.0,194.0,431.0,56.0,0.0,1747.0,260.0,859.0,102.0,1091.0,403.0,389.0,0.0,765.0,0.0,7106.0
pep3_swap_all_KR_P,317.0,3.0,401.0,1040.0,0.0,78.0,0.0,64.0,1.0,86.0,578.0,38.0,192.0,44.0,0.0,0.0
pep3_swap_all_KR_Q,467.0,393.0,373.0,85.0,903.0,812.0,657.0,858.0,764.0,1097.0,0.0,343.0,4.0,0.0,4001.0,1.0
pep3_swap_all_KR_R,1588.0,665.0,2501.0,879.0,76.0,930.0,163.0,483.0,334.0,953.0,986.0,0.0,158.0,27.0,1.0,0.0
pep3_swap_all_KR_S,0.0,54.0,8.0,57.0,3.0,0.0,580.0,780.0,41.0,404.0,636.0,159.0,1694.0,6281.0,19.0,1.0
pep3_swap_all_KR_T,517.0,297.0,961.0,991.0,526.0,1564.0,95.0,327.0,99.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0
pep3_swap_all_KR_V,875.0,869.0,3811.0,2611.0,1203.0,3419.0,2537.0,1646.0,1713.0,2470.0,963.0,656.0,0.0,585.0,1.0,2.0
pep3_swap_all_KR_Y,274.0,62.0,278.0,32.0,67.0,62.0,940.0,601.0,162.0,17.0,0.0,18.0,208.0,351.0,0.0,99.0
pep3_swap_all_LIVM_A,4495.0,1153.0,5591.0,3182.0,3107.0,1441.0,1242.0,1105.0,1284.0,750.0,673.0,205.0,1018.0,248.0,1.0,2.0
pep3_swap_all_LIVM_D,3083.0,126.0,1107.0,1786.0,78.0,1511.0,355.0,938.0,677.0,510.0,455.0,6.0,2247.0,1.0,1.0,5.0
pep3_swap_all_LIVM_E,1502.0,322.0,100.0,56.0,0.0,186.0,1.0,159.0,23.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
pep3_swap_all_LIVM_F,0.0,98.0,253.0,343.0,0.0,409.0,225.0,255.0,2.0,179.0,0.0,40.0,0.0,0.0,0.0,0.0
pep3_swap_all_LIVM_G,748.0,704.0,1888.0,2522.0,453.0,292.0,0.0,843.0,69.0,682.0,0.0,665.0,816.0,57.0,3.0,0.0
pep3_swap_all_LIVM_I,470.0,144.0,103.0,1.0,38.0,170.0,0.0,355.0,0.0,327.0,19.0,108.0,0.0,1.0,0.0,2606.0
pep3_swap_all_LIVM_K,1772.0,197.0,2641.0,1172.0,5.0,279.0,30.0,394.0,0.0,0.0,0.0,86.0,1.0,0.0,0.0,1.0
pep3_swap_all_LIVM_L,0.0,108.0,243.0,40.0,90.0,207.0,400.0,144.0,1.0,358.0,115.0,0.0,0.0,0.0,0.0,64.0
pep3_swap_all_LIVM_M,288.0,21.0,288.0,162.0,38.0,20.0,0.0,483.0,0.0,498.0,0.0,3.0,601.0,1.0,5.0,0.0
pep3_swap_all_LIVM_N,1415.0,686.0,598.0,146.0,11.0,193.0,58.0,0.0,40.0,0.0,32.0,0.0,0.0,0.0,0.0,54.0
pep3_swap_all_LIVM_P,2334.0,1818.0,3965.0,1953.0,1286.0,3827.0,666.0,2136.0,1679.0,1834.0,414.0,0.0,1.0,1.0,0.0,4.0
pep3_swap_all_LIVM_Q,944.0,244.0,130.0,128.0,0.0,0.0,35.0,483.0,199.0,39.0,0.0,0.0,1.0,1.0,7.0,0.0
pep3_swap_all_LIVM_R,7370.0,665.0,788.0,719.0,1223.0,743.0,688.0,733.0,64.0,640.0,1601.0,653.0,2.0,0.0,2.0,0.0
pep3_swap_all_LIVM_S,6854.0,2449.0,5239.0,4621.0,1227.0,2799.0,398.0,763.0,715.0,759.0,1.0,0.0,1.0,4.0,2.0,3.0
pep3_swap_all_LIVM_T,5339.0,1042.0,728.0,456.0,2.0,1.0,0.0,205.0,0.0,60.0,1699.0,78.0,1.0,1.0,0.0,0.0
pep3_swap_all_LIVM_V,1031.0,787.0,861.0,1011.0,170.0,345.0,90.0,454.0,667.0,0.0,416.0,7.0,506.0,0.0,1.0,2.0
pep3_swap_all_LIVM_Y,0.0,27.0,126.0,43.0,0.0,210.0,0.0,54.0,28.0,10.0,0.0,65.0,0.0,2.0,0.0,0.0
pep3_swap_all_NQ_A,2461.0,2036.0,4612.0,2840.0,896.0,3881.0,1144.0,1274.0,2566.0,1482.0,1117.0,1242.0,1.0,2494.0,7026.0,2.0
pep3_swap_all_NQ_D,101.0,2.0,1098.0,1.0,35.0,2.0,390.0,61.0,413.0,1.0,116.0,1.0,330.0,0.0,0.0,0.0
pep3_swap_all_NQ_E,1266.0,847.0,1810.0,164.0,530.0,115.0,265.0,957.0,292.0,941.0,3.0,9.0,571.0,0.0,0.0,1.0
pep3_swap_all_NQ_F,113.0,254.0,1689.0,419.0,938.0,4149.0,1371.0,3111.0,2780.0,2706.0,11195.0,2555.0,5138.0,585.0,13.0,24462.0
pep3_swap_all_NQ_G,0.0,457.0,3554.0,1125.0,330.0,3649.0,1175.0,2663.0,4142.0,3149.0,3910.0,712.0,3831.0,2190.0,1.0,8809.0
pep3_swap_all_NQ_I,2047.0,1323.0,5192.0,2104.0,480.0,1834.0,918.0,2254.0,1226.0,1521.0,2450.0,1218.0,2537.0,4.0,20706.0,7.0
pep3_swap_all_NQ_K,2022.0,1357.0,1354.0,227.0,117.0,1701.0,248.0,1541.0,790.0,524.0,248.0,78.0,129.0,0.0,0.0,3.0
pep3_swap_all_NQ_L,458.0,1026.0,2735.0,2466.0,1445.0,4507.0,4235.0,6224.0,5754.0,9154.0,6005.0,2204.0,1663.0,2237.0,16.0,147.0
pep3_swap_all_NQ_M,2704.0,482.0,2251.0,965.0,966.0,3939.0,1235.0,3530.0,8764.0,10347.0,13558.0,5283.0,16784.0,4750.0,5376.0,59.0
pep3_swap_all_NQ_N,444.0,147.0,1002.0,1031.0,71.0,274.0,1077.0,143.0,687.0,259.0,1532.0,1146.0,71.0,143.0,0.0,1.0
pep3_swap_all_NQ_P,4948.0,1297.0,6564.0,2529.0,1257.0,2108.0,933.0,1204.0,812.0,1363.0,1192.0,243.0,3232.0,2859.0,0.0,395.0
pep3_swap_all_NQ_Q,5920.0,1439.0,6361.0,2237.0,1256.0,4534.0,2678.0,1418.0,2908.0,3559.0,2.0,1150.0,1302.0,1.0,4.0,5.0
pep3_swap_all_NQ_R,758.0,1381.0,1402.0,1194.0,396.0,2011.0,964.0,886.0,423.0,1828.0,1171.0,46.0,1.0,0.0,11.0,1.0
pep3_swap_all_NQ_S,873.0,1366.0,5185.0,2278.0,1700.0,4577.0,2116.0,3711.0,2654.0,2196.0,254.0,549.0,247.0,0.0,4728.0,2.0
pep3_swap_all_NQ_T,3529.0,1265.0,2782.0,2967.0,779.0,2451.0,2567.0,1595.0,329.0,2134.0,15.0,731.0,6308.0,105.0,1224.0,116.0
pep3_swap_all_NQ_V,283.0,11.0,893.0,759.0,570.0,984.0,2560.0,2116.0,7571.0,11950.0,48994.0,22486.0,71826.0,49534.0,47113.0,82260.0
pep3_swap_all_NQ_Y,125.0,419.0,475.0,146.0,532.0,2163.0,1892.0,2199.0,6529.0,7698.0,4163.0,4519.0,8972.0,1811.0,585.0,10321.0
pep3_swap_all_ST_A,280.0,548.0,1410.0,837.0,1024.0,879.0,818.0,572.0,3544.0,2568.0,1253.0,1588.0,94.0,1599.0,2.0,35.0
pep3_swap_all_ST_D,0.0,88.0,824.0,320.0,281.0,1380.0,235.0,202.0,264.0,920.0,930.0,175.0,1.0,0.0,0.0,0.0
pep3_swap_all_ST_E,813.0,355.0,0.0,976.0,75.0,554.0,206.0,290.0,35.0,207.0,0.0,86.0,1.0,1.0,0.0,0.0
pep3_swap_all_ST_F,219.0,200.0,556.0,176.0,257.0,861.0,263.0,1041.0,1574.0,488.0,97.0,260.0,0.0,0.0,0.0,0.0
pep3_swap_all_ST_G,654.0,324.0,1002.0,463.0,304.0,549.0,70.0,174.0,290.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
pep3_swap_all_ST_I,156.0,242.0,25.0,67.0,160.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pep3_swap_all_ST_K,826.0,200.0,1479.0,46.0,0.0,140.0,175.0,173.0,550.0,0.0,1.0,30.0,0.0,0.0,8.0,1.0
pep3_swap_all_ST_L,2438.0,171.0,5286.0,1266.0,1003.0,2089.0,792.0,1879.0,1903.0,1810.0,444.0,29.0,101.0,1496.0,2.0,1.0
pep3_swap_all_ST_M,71.0,2.0,2.0,1048.0,95.0,770.0,74.0,950.0,1473.0,712.0,1488.0,2262.0,5626.0,8374.0,10785.0,43.0
pep3_swap_all_ST_N,1096.0,718.0,949.0,647.0,295.0,338.0,549.0,674.0,149.0,1199.0,253.0,3397.0,1.0,672.0,0.0,1.0
pep3_swap_all_ST_P,962.0,668.0,1706.0,1250.0,950.0,2891.0,1747.0,1337.0,1312.0,1162.0,1397.0,1150.0,0.0,748.0,86.0,2.0
pep3_swap_all_ST_Q,1750.0,874.0,2932.0,1914.0,648.0,1011.0,490.0,331.0,603.0,1.0,0.0,120.0,0.0,2.0,1.0,0.0
pep3_swap_all_ST_R,475.0,83.0,2483.0,890.0,39.0,849.0,899.0,710.0,1780.0,9.0,1248.0,151.0,2.0,0.0,1.0,5.0
pep3_swap_all_ST_S,1087.0,254.0,2384.0,674.0,58.0,886.0,1327.0,2339.0,1049.0,1276.0,1340.0,444.0,0.0,534.0,1.0,1.0
pep3_swap_all_ST_T,583.0,843.0,1195.0,569.0,439.0,1067.0,655.0,771.0,58.0,80.0,658.0,0.0,2.0,11.0,0.0,7.0
pep3_swap_all_ST_V,838.0,68.0,1011.0,169.0,166.0,348.0,247.0,599.0,2213.0,1906.0,6045.0,4008.0,50238.0,34247.0,143227.0,241517.0
pep3_swap_all_ST_Y,0.0,0.0,0.0,307.0,295.0,0.0,464.0,933.0,543.0,190.0,978.0,1145.0,0.0,0.0,0.0,0.0
pep3_swap_all_S_A,100.0,428.0,858.0,664.0,620.0,1341.0,560.0,1199.0,901.0,1988.0,882.0,176.0,1.0,0.0,0.0,9.0
pep3_swap_all_S_D,518.0,240.0,1369.0,1943.0,703.0,1572.0,319.0,279.0,1515.0,924.0,1779.0,98.0,0.0,1679.0,0.0,3.0
pep3_swap_all_S_E,965.0,62.0,1427.0,514.0,93.0,911.0,371.0,215.0,392.0,278.0,1.0,1.0,0.0,1.0,0.0,0.0
pep3_swap_all_S_F,224.0,1.0,557.0,179.0,258.0,235.0,134.0,2478.0,299.0,364.0,474.0,468.0,1766.0,0.0,2.0,0.0
pep3_swap_all_S_G,141.0,73.0,640.0,234.0,1371.0,1674.0,1167.0,2145.0,1701.0,900.0,3078.0,1509.0,0.0,1265.0,0.0,0.0
pep3_swap_all_S_I,1278.0,816.0,3698.0,1632.0,374.0,2025.0,812.0,1354.0,196.0,1126.0,284.0,0.0,1.0,0.0,2.0,0.0
pep3_swap_all_S_K,800.0,346.0,805.0,1643.0,193.0,681.0,131.0,98.0,1559.0,297.0,0.0,158.0,0.0,0.0,0.0,0.0
pep3_swap_all_S_L,518.0,298.0,2046.0,1496.0,466.0,1500.0,138.0,933.0,727.0,1114.0,192.0,80.0,1.0,58.0,1.0,0.0
pep3_swap_all_S_M,3.0,5.0,3.0,102.0,66.0,832.0,355.0,1136.0,1750.0,3182.0,10164.0,3054.0,12133.0,7179.0,2.0,33752.0
pep3_swap_all_S_N,68.0,443.0,854.0,434.0,161.0,155.0,385.0,146.0,1.0,149.0,0.0,5.0,0.0,0.0,0.0,30.0
pep3_swap_all_S_P,1857.0,910.0,1673.0,2631.0,616.0,1213.0,619.0,1077.0,378.0,162.0,0.0,64.0,1983.0,0.0,1.0,0.0
pep3_swap_all_S_Q,2693.0,361.0,3590.0,2023.0,1130.0,1509.0,149.0,2100.0,473.0,84.0,639.0,71.0,0.0,4.0,0.0,3.0
pep3_swap_all_S_R,571.0,153.0,1300.0,871.0,658.0,2174.0,379.0,10.0,2029.0,581.0,1.0,391.0,742.0,708.0,0.0,0.0
pep3_swap_all_S_T,2269.0,1675.0,4580.0,1067.0,898.0,2901.0,841.0,735.0,258.0,141.0,1333.0,3.0,1.0,0.0,2359.0,1.0
pep3_swap_all_S_V,183.0,117.0,1024.0,300.0,535.0,46.0,145.0,2172.0,3907.0,2419.0,16265.0,5732.0,59705.0,44357.0,272806.0,488649.0
pep3_swap_all_S_Y,11.0,148.0,503.0,1.0,102.0,1135.0,706.0,973.0,431.0,803.0,678.0,555.0,2476.0,774.0,0.0,0.0
pep3_swap_jumps_ED_A,595.0,68.0,1256.0,878.0,370.0,286.0,69.0,517.0,488.0,95.0,3271.0,506.0,0.0,530.0,2.0,3.0
pep3_swap_jumps_ED_D,909.0,211.0,81.0,578.0,286.0,659.0,966.0,1002.0,0.0,12.0,225.0,91.0,181.0,1.0,1.0,2.0
pep3_swap_jumps_ED_E,235.0,391.0,800.0,193.0,8.0,251.0,324.0,218.0,1091.0,592.0,1219.0,1.0,1.0,2377.0,1.0,10730.0
pep3_swap_jumps_ED_F,158.0,260.0,2692.0,319.0,818.0,731.0,1330.0,573.0,292.0,649.0,375.0,383.0,1.0,0.0,2407.0,1.0
pep3_swap_jumps_ED_G,1423.0,375.0,505.0,744.0,740.0,500.0,216.0,538.0,2.0,356.0,883.0,0.0,0.0,0.0,0.0,0.0
pep3_swap_jumps_ED_I,770.0,234.0,643.0,376.0,27.0,779.0,125.0,389.0,659.0,404.0,3087.0,0.0,2.0,1.0,2.0,0.0
pep3_swap_jumps_ED_K,319.0,73.0,766.0,117.0,173.0,624.0,1.0,104.0,0.0,548.0,0.0,0.0,0.0,0.0,0.0,182.0
pep3_swap_jumps_ED_L,333.0,988.0,1993.0,102.0,155.0,319.0,120.0,971.0,205.0,587.0,26.0,0.0,20.0,0.0,0.0,0.0
pep3_swap_jumps_ED_M,2126.0,54.0,943.0,480.0,1116.0,661.0,494.0,913.0,2213.0,1101.0,457.0,562.0,1090.0,2.0,1.0,96.0
pep3_swap_jumps_ED_N,0.0,66.0,0.0,148.0,38.0,476.0,24.0,1.0,142.0,146.0,924.0,340.0,0.0,0.0,1.0,0.0
pep3_swap_jumps_ED_P,430.0,84.0,699.0,610.0,0.0,1.0,272.0,59.0,269.0,330.0,160.0,53.0,1.0,108.0,0.0,0.0
pep3_swap_jumps_ED_Q,254.0,27.0,54.0,0.0,230.0,7.0,107.0,138.0,114.0,205.0,0.0,115.0,0.0,0.0,0.0,0.0
pep3_swap_jumps_ED_R,192.0,80.0,1103.0,1023.0,411.0,526.0,480.0,301.0,75.0,826.0,1042.0,0.0,1454.0,0.0,1.0,2.0
pep3_swap_jumps_ED_S,557.0,92.0,110.0,1755.0,236.0,800.0,143.0,1383.0,1.0,518.0,862.0,120.0,634.0,2.0,0.0,2.0
pep3_swap_jumps_ED_T,144.0,69.0,1235.0,479.0,338.0,382.0,605.0,337.0,489.0,1863.0,2378.0,0.0,4469.0,1.0,2.0,2.0
pep3_swap_jumps_ED_V,1171.0,205.0,820.0,366.0,283.0,225.0,193.0,100.0,465.0,136.0,1.0,0.0,0.0,175.0,0.0,0.0
pep3_swap_jumps_ED_Y,298.0,102.0,742.0,187.0,323.0,1840.0,1084.0,1243.0,1853.0,544.0,1984.0,357.0,312.0,2629.0,0.0,2432.0
pep3_swap_jumps_FYW_A,762.0,63.0,582.0,295.0,36.0,70.0,12.0,17.0,331.0,568.0,0.0,437.0,481.0,0.0,0.0,0.0
pep3_swap_jumps_FYW_D,1884.0,911.0,680.0,409.0,257.0,618.0,104.0,1588.0,978.0,119.0,0.0,267.0,513.0,134.0,1.0,3.0
pep3_swap_jumps_FYW_E,1342.0,314.0,111.0,128.0,640.0,465.0,105.0,1070.0,822.0,2193.0,1753.0,549.0,0.0,0.0,26.0,233.0
pep3_swap_jumps_FYW_F,80.0,0.0,329.0,0.0,1.0,47.0,223.0,240.0,132.0,17.0,0.0,179.0,0.0,0.0,0.0,0.0
pep3_swap_jumps_FYW_G,675.0,254.0,0.0,508.0,0.0,39.0,93.0,42.0,210.0,2314.0,1985.0,273.0,476.0,0.0,1.0,141.0
pep3_swap_jumps_FYW_I,1031.0,60.0,1113.0,575.0,241.0,267.0,188.0,40.0,1063.0,345.0,1978.0,32.0,1.0,0.0,1.0,1.0
pep3_swap_jumps_FYW_K,130.0,208.0,0.0,55.0,0.0,1354.0,0.0,224.0,0.0,514.0,473.0,298.0,69.0,1.0,652.0,0.0
pep3_swap_jumps_FYW_L,260.0,119.0,501.0,0.0,1.0,14.0,681.0,160.0,393.0,0.0,0.0,210.0,2.0,0.0,0.0,0.0
pep3_swap_jumps_FYW_M,186.0,110.0,442.0,493.0,310.0,0.0,145.0,102.0,9.0,0.0,630.0,289.0,1745.0,0.0,140.0,0.0
pep3_swap_jumps_FYW_N,719.0,58.0,328.0,0.0,0.0,433.0,328.0,496.0,212.0,99.0,942.0,170.0,1.0,1.0,5.0,34.0
pep3_swap_jumps_FYW_P,1364.0,26.0,0.0,0.0,42.0,0.0,204.0,435.0,451.0,0.0,1070.0,0.0,957.0,0.0,0.0,1.0
pep3_swap_jumps_FYW_Q,642.0,163.0,960.0,211.0,0.0,101.0,12.0,19.0,0.0,1.0,206.0,0.0,1035.0,1.0,0.0,7.0
pep3_swap_jumps_FYW_R,873.0,352.0,67.0,1134.0,165.0,2882.0,1241.0,464.0,1125.0,1246.0,494.0,17.0,0.0,3.0,1.0,2.0
pep3_swap_jumps_FYW_S,1691.0,676.0,1724.0,1746.0,271.0,381.0,476.0,692.0,1534.0,482.0,2753.0,1.0,0.0,1.0,1.0,1.0
pep3_swap_jumps_FYW_T,51.0,726.0,377.0,458.0,488.0,1013.0,891.0,193.0,180.0,960.0,0.0,1261.0,0.0,0.0,0.0,1.0
pep3_swap_jumps_FYW_V,590.0,443.0,530.0,341.0,207.0,173.0,729.0,402.0,889.0,44.0,23.0,248.0,158.0,106.0,0.0,50.0
pep3_swap_jumps_FYW_Y,466.0,24.0,0.0,247.0,122.0,0.0,0.0,380.0,100.0,129.0,231.0,33.0,0.0,0.0,0.0,0.0
pep3_swap_jumps_GP_A,513.0,81.0,329.0,493.0,38.0,0.0,419.0,289.0,782.0,515.0,391.0,0.0,0.0,0.0,725.0,1.0
pep3_swap_jumps_GP_D,1649.0,800.0,2310.0,903.0,435.0,1265.0,471.0,2265.0,2238.0,1915.0,737.0,715.0,1.0,1.0,38.0,1.0
pep3_swap_jumps_GP_E,344.0,149.0,1739.0,464.0,478.0,1917.0,328.0,863.0,1126.0,300.0,706.0,807.0,2.0,1.0,0.0,3.0
pep3_swap_jumps_GP_F,602.0,204.0,700.0,1.0,151.0,843.0,517.0,531.0,88.0,1.0,263.0,4.0,95.0,1.0,257.0,159.0
pep3_swap_jumps_GP_G,12.0,471.0,375.0,102.0,362.0,430.0,146.0,693.0,211.0,1.0,707.0,1.0,503.0,713.0,0.0,2.0
pep3_swap_jumps_GP_I,1534.0,478.0,1886.0,1326.0,566.0,2021.0,680.0,2709.0,538.0,2640.0,1519.0,916.0,600.0,168.0,2.0,0.0
pep3_swap_jumps_GP_K,1922.0,606.0,2165.0,1532.0,708.0,826.0,1087.0,339.0,612.0,429.0,350.0,1.0,0.0,1.0,0.0,0.0
pep3_swap_jumps_GP_L,794.0,197.0,2554.0,817.0,180.0,410.0,1179.0,860.0,736.0,1694.0,1193.0,589.0,0.0,853.0,1.0,0.0
pep3_swap_jumps_GP_M,405.0,22.0,879.0,143.0,0.0,108.0,35.0,169.0,95.0,265.0,0.0,0.0,0.0,0.0,6.0,0.0
pep3_swap_jumps_GP_N,2495.0,312.0,3543.0,1106.0,922.0,1474.0,651.0,436.0,506.0,1.0,24.0,163.0,2.0,1.0,0.0,1.0
pep3_swap_jumps_GP_P,1116.0,265.0,990.0,295.0,322.0,878.0,694.0,771.0,1.0,986.0,514.0,36.0,140.0,1.0,0.0,19.0
pep3_swap_jumps_GP_Q,2762.0,345.0,1783.0,814.0,721.0,1958.0,1203.0,2294.0,1917.0,1800.0,3657.0,1624.0,1336.0,1152.0,2.0,4.0
pep3_swap_jumps_GP_R,2117.0,290.0,4329.0,448.0,812.0,1486.0,783.0,694.0,62.0,232.0,1789.0,107.0,494.0,184.0,24.0,14.0
pep3_swap_jumps_GP_S,157.0,0.0,100.0,66.0,101.0,120.0,498.0,41.0,170.0,814.0,0.0,375.0,579.0,0.0,0.0,0.0
pep3_swap_jumps_GP_T,151.0,31.0,222.0,53.0,2.0,157.0,518.0,395.0,161.0,1061.0,173.0,577.0,1591.0,186.0,0.0,300.0
pep3_swap_jumps_GP_V,185.0,668.0,2612.0,685.0,220.0,1410.0,785.0,1264.0,806.0,342.0,1.0,216.0,0.0,4.0,1.0,1.0
pep3_swap_jumps_GP_Y,521.0,65.0,580.0,536.0,0.0,1044.0,270.0,318.0,242.0,973.0,935.0,148.0,1288.0,0.0,0.0,0.0
pep3_swap_jumps_KR_A,526.0,100.0,171.0,563.0,946.0,236.0,0.0,205.0,135.0,102.0,806.0,1.0,1.0,4.0,0.0,2.0
pep3_swap_jumps_KR_D,659.0,245.0,180.0,361.0,288.0,141.0,394.0,225.0,1.0,92.0,112.0,737.0,0.0,1.0,0.0,1.0
pep3_swap_jumps_KR_E,319.0,162.0,76.0,129.0,0.0,1346.0,58.0,337.0,0.0,526.0,0.0,0.0,0.0,0.0,1.0,0.0
pep3_swap_jumps_KR_F,392.0,257.0,27.0,191.0,45.0,85.0,9.0,233.0,1.0,311.0,898.0,0.0,0.0,0.0,17.0,1.0
pep3_swap_jumps_KR_G,150.0,4.0,480.0,0.0,164.0,303.0,1.0,417.0,1.0,0.0,189.0,0.0,0.0,150.0,0.0,1.0
pep3_swap_jumps_KR_I,1283.0,1123.0,1404.0,2355.0,809.0,3091.0,596.0,1113.0,215.0,1653.0,1278.0,735.0,4.0,0.0,1.0,3.0
pep3_swap_jumps_KR_K,12.0,23.0,0.0,469.0,288.0,690.0,462.0,702.0,182.0,54.0,402.0,73.0,144.0,0.0,0.0,1.0
pep3_swap_jumps_KR_L,1432.0,512.0,2188.0,790.0,705.0,2448.0,282.0,1508.0,181.0,848.0,457.0,43.0,1.0,104.0,1.0,0.0
pep3_swap_jumps_KR_M,760.0,220.0,1841.0,290.0,1.0,299.0,44.0,61.0,16.0,0.0,1.0,201.0,728.0,0.0,1.0,0.0
pep3_swap_jumps_KR_N,355.0,129.0,1499.0,717.0,412.0,554.0,157.0,464.0,208.0,669.0,0.0,95.0,1.0,17.0,0.0,1.0
pep3_swap_jumps_KR_P,622.0,240.0,724.0,606.0,128.0,272.0,1.0,387.0,31.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
pep3_swap_jumps_KR_Q,111.0,14.0,198.0,1318.0,51.0,185.0,0.0,440.0,223.0,366.0,422.0,0.0,0.0,766.0,0.0,0.0
pep3_swap_jumps_KR_R,775.0,121.0,963.0,891.0,248.0,301.0,358.0,490.0,1076.0,774.0,200.0,0.0,127.0,1.0,0.0,0.0
pep3_swap_jumps_KR_S,712.0,546.0,552.0,307.0,226.0,323.0,25.0,39.0,0.0,439.0,1.0,201.0,0.0,215.0,1.0,1.0
pep3_swap_jumps_KR_T,495.0,345.0,823.0,181.0,491.0,81.0,45.0,143.0,0.0,660.0,0.0,1.0,2.0,0.0,1.0,1.0
pep3_swap_jumps_KR_V,163.0,352.0,282.0,612.0,150.0,573.0,96.0,1214.0,1.0,2529.0,467.0,688.0,484.0,457.0,5.0,3.0
pep3_swap_jumps_KR_Y,506.0,228.0,890.0,208.0,16.0,221.0,0.0,214.0,0.0,0.0,650.0,175.0,771.0,545.0,0.0,2.0
pep3_swap_jumps_LIVM_A,3392.0,595.0,4752.0,1482.0,452.0,2238.0,348.0,297.0,175.0,764.0,0.0,1.0,1.0,0.0,1.0,4.0
pep3_swap_jumps_LIVM_D,1206.0,1105.0,3165.0,1368.0,1457.0,1903.0,698.0,764.0,978.0,2014.0,679.0,353.0,1.0,1.0,1.0,4.0
pep3_swap_jumps_LIVM_E,3815.0,520.0,153.0,196.0,134.0,1.0,151.0,385.0,236.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
pep3_swap_jumps_LIVM_F,951.0,538.0,3755.0,1197.0,399.0,1684.0,630.0,39.0,1585.0,1695.0,1334.0,482.0,108.0,0.0,0.0,1.0
pep3_swap_jumps_LIVM_G,594.0,95.0,457.0,11.0,370.0,0.0,150.0,229.0,183.0,0.0,776.0,33.0,2482.0,1.0,0.0,1.0
pep3_swap_jumps_LIVM_I,587.0,333.0,828.0,238.0,37.0,408.0,21.0,403.0,4.0,0.0,0.0,62.0,1.0,0.0,1.0,1.0
pep3_swap_jumps_LIVM_K,1057.0,962.0,164.0,946.0,101.0,969.0,151.0,774.0,522.0,1188.0,1157.0,850.0,111.0,0.0,0.0,1.0
pep3_swap_jumps_LIVM_L,1310.0,609.0,2085.0,623.0,180.0,1014.0,246.0,689.0,321.0,1.0,58.0,398.0,1.0,1.0,7.0,2.0
pep3_swap_jumps_LIVM_M,319.0,231.0,355.0,77.0,114.0,13.0,34.0,272.0,0.0,238.0,0.0,112.0,0.0,0.0,0.0,0.0
pep3_swap_jumps_LIVM_N,1767.0,1026.0,2141.0,581.0,2.0,242.0,0.0,174.0,386.0,0.0,0.0,1.0,152.0,1.0,3.0,1.0
pep3_swap_jumps_LIVM_P,2778.0,303.0,2087.0,1310.0,341.0,2123.0,658.0,1079.0,615.0,2058.0,2.0,271.0,0.0,0.0,19.0,1.0
pep3_swap_jumps_LIVM_Q,206.0,23.0,0.0,13.0,2.0,0.0,309.0,699.0,0.0,570.0,257.0,0.0,0.0,0.0,0.0,0.0
pep3_swap_jumps_LIVM_R,1522.0,264.0,1.0,431.0,154.0,39.0,662.0,346.0,617.0,4.0,1213.0,944.0,14.0,1.0,1.0,0.0
pep3_swap_jumps_LIVM_S,2351.0,1468.0,5285.0,1351.0,146.0,1701.0,1370.0,1046.0,556.0,1861.0,857.0,249.0,65.0,0.0,1.0,1.0
pep3_swap_jumps_LIVM_T,474.0,508.0,4288.0,1661.0,1591.0,2867.0,47.0,1018.0,1303.0,745.0,846.0,577.0,84.0,0.0,1.0,2.0
pep3_swap_jumps_LIVM_V,1026.0,1656.0,2667.0,2022.0,511.0,2847.0,2466.0,2176.0,4262.0,3405.0,4609.0,1488.0,0.0,4040.0,0.0,5.0
pep3_swap_jumps_LIVM_Y,3441.0,685.0,4302.0,570.0,31.0,1181.0,913.0,1110.0,1002.0,940.0,279.0,179.0,0.0,1.0,0.0,2.0
